speaker,date,mp_id,gender,constituency_name,constituency_id,backbencher,surname,ONS ID,Valid votes,Majority,vulnerability
Anne Main,2015-06-02,1568,F,St Albans,3765,True,Main,E14000960,54433,12732,23.390222842760824
Helen Whately,2015-06-02,4527,F,Faversham and Mid Kent,3483,True,Whately,E14000700,45803,16652,36.35569722507259
Heidi Allen,2015-06-02,4516,F,South Cambridgeshire,3738,True,Allen,E14000934,61540,20594,33.46441338966526
Steve Baker,2010-06-08,4064,M,Wycombe,3870,True,Baker,E14001056,51439,14856,28.880810280137638
James Davies,2015-06-02,4476,M,Vale of Clwyd,3818,True,Davies,W07000060,35261,237,0.6721306826238621
Ann Clwyd,2015-06-02,553,F,Cynon Valley,3435,True,Clwyd,W07000070,30472,9406,30.86768180624836
Henry Bellingham,2015-06-02,1441,M,North West Norfolk,3658,True,Bellingham,E14000859,47371,13948,29.44417470604378
Caroline Ansell,2015-06-02,4512,F,Eastbourne,3467,True,Ansell,E14000684,52907,733,1.3854499404615646
Douglas Carswell,2015-06-02,1527,M,Clacton,3418,True,Carswell,E14000642,44207,3437,7.77478679847083
Thangam Debbonaire,2015-06-02,4433,F,Bristol West,3370,True,Debbonaire,E14000602,64218,5673,8.833971783612071
Mims Davies,2015-06-02,4513,F,Eastleigh,3468,True,Davies,E14000685,55505,9147,16.47959643275381
Kit Malthouse,2015-06-02,4495,M,North West Hampshire,3656,True,Malthouse,E14000857,55195,23943,43.37892925083794
Joan Ryan,2015-06-02,166,F,Enfield North,3474,True,Ryan,E14000691,46137,1086,2.3538591585928867
Angela Rayner,2015-06-02,4356,F,Ashton-under-Lyne,3298,True,Rayner,E14000537,38918,10756,27.637596998818026
Lucy Allan,2015-06-02,4411,F,Telford,3797,True,Allan,E14000989,40645,730,1.7960388731701316
Richard Drax,2015-06-02,4132,M,South Dorset,3740,True,Drax,E14000936,48597,11994,24.680535835545403
Sharon Hodgson,2015-06-02,1521,F,Washington and Sunderland West,3832,False,Hodgson,E14001020,37257,13157,35.31416914942159
Will Quince,2015-06-02,4423,M,Colchester,3422,True,Quince,E14000644,48593,5575,11.472845883151894
Jim Dowd,2015-06-02,189,M,Lewisham West and Penge,3576,True,Dowd,E14000788,48125,12714,26.418701298701297
Natalie McGarry,2015-06-02,4428,F,Glasgow East,1204,False,McGarry,S14000030,42417,10387,24.487823278402526
Ruth Cadbury,2015-06-02,4389,F,Brentford and Isleworth,3360,True,Cadbury,E14000593,57355,465,0.8107401272774823
Fiona Bruce,2015-06-02,3958,F,Congleton,3424,True,Bruce,E14000646,50976,16773,32.90371939736347
David Simpson,2015-06-02,1597,M,Upper Bann,3816,False,Simpson,N06000017,47219,2264,4.794680107583812
Alex Chalk,2015-06-02,4481,M,Cheltenham,3406,True,Chalk,E14000630,53735,6516,12.126174746440867
Kate Osamor,2015-06-02,4515,F,Edmonton,3470,True,Osamor,E14000687,41338,15419,37.29982098795298
Angela Crawley,2015-06-02,4469,F,Lanark and Hamilton East,1678,False,Crawley,S14000042,55258,10100,18.27789641318904
Christina Rees,2015-06-02,4525,F,Neath,3620,True,Rees,W07000069,37135,9548,25.711592836946277
Debbie Abrahams,2015-06-02,4212,F,Oldham East and Saddleworth,3670,True,Abrahams,E14000870,44483,6002,13.492795000337207
Colleen Fletcher,2015-06-02,4378,F,Coventry North East,3427,True,Fletcher,E14000649,42231,12274,29.063957756150693
Gerald Jones,2015-06-02,4501,M,Merthyr Tydfil and Rhymney,3602,True,Jones,W07000071,32715,11513,35.19180803912578
Alison McGovern,2015-06-02,4083,F,Wirral South,3856,False,McGovern,E14001043,41837,4599,10.992661997753185
Fiona Mactaggart,2015-06-02,12,F,Slough,3733,True,Mactaggart,E14000930,48275,7336,15.196271361988606
Edward Timpson,2015-06-02,1605,M,Crewe and Nantwich,3431,False,Timpson,E14000653,49896,3620,7.255090588423922
Martin John Docherty,2015-06-02,4374,M,West Dunbartonshire,3117,True,Docherty,S14000059,51141,14171,27.70966543477836
Richard Burden,2015-06-03,301,M,"Birmingham, Northfield",3330,False,Burden,E14000565,42461,2509,5.908951743953274
Michael Fabricant,2015-06-03,280,M,Lichfield,3579,True,Fabricant,E14000791,51467,18189,35.341092350438146
Daniel Kawczynski,2015-06-03,1566,M,Shrewsbury and Atcham,3729,True,Kawczynski,E14000926,54102,9565,17.679568222986212
Desmond Swayne,2015-06-03,55,M,New Forest West,3622,False,Swayne,E14000828,47410,20604,43.45918582577515
Caroline Spelman,2015-06-03,312,F,Meriden,3601,True,Spelman,E14000812,52603,18795,35.72990133642568
Kerry McCarthy,2015-06-03,1491,F,Bristol East,3367,False,McCarthy,E14000599,46213,3980,8.612295241598684
Paul Scully,2015-06-03,4414,M,Sutton and Cheam,3790,True,Scully,E14000984,49905,3921,7.856928163510671
Julian Sturdy,2015-06-03,4079,M,York Outer,3877,True,Sturdy,E14001062,53903,13129,24.35671483961932
Huw Irranca-Davies,2015-06-03,1476,M,Ogmore,3668,True,Irranca-Davies,W07000074,35250,13043,37.00141843971631
David T. C. Davies,2010-06-03,1545,M,Monmouth,3616,True,Davies,W07000054,47462,10982,23.138510808646917
Adrian Bailey,2015-06-03,320,M,West Bromwich West,3842,True,Bailey,E14001030,35026,7742,22.10358019756752
Tom Blenkinsop,2015-06-03,4037,M,Middlesbrough South and East Cleveland,3611,False,Blenkinsop,E14000820,45677,2268,4.9652998226678635
Diane Abbott,2015-06-03,172,F,Hackney North and Stoke Newington,3506,True,Abbott,E14000720,49887,24008,48.1247619620342
Glyn Davies,2015-06-03,4041,M,Montgomeryshire,3617,True,Davies,W07000063,33757,5325,15.774506028379298
Stephen Timms,2015-06-03,163,M,East Ham,3461,False,Timms,E14000679,52290,34252,65.50392044367948
Kenneth Clarke,2015-06-03,366,M,Rushcliffe,3711,True,Clarke,E14000908,55164,13829,25.068885505039518
Tom Watson,2015-06-03,1463,M,West Bromwich East,3841,True,Watson,E14001029,37492,9470,25.25872186066361
Hywel Williams,2015-06-03,1397,M,Arfon,3294,False,Williams,W07000057,26837,3668,13.667697581696912
Tim Farron,2015-06-03,1591,M,Westmorland and Lonsdale,3850,True,Farron,E14001037,48929,8949,18.289766804962294
Mark Williams,2015-06-03,1498,M,Ceredigion,3400,True,Williams,W07000064,37416,3067,8.19702800940774
Chuka Umunna,2015-06-03,4128,M,Streatham,3784,False,Umunna,E14000978,49933,13934,27.90539322692408
Bridget Phillipson,2015-06-03,4046,F,Houghton and Sunderland South,3540,False,Phillipson,E14000754,38489,12938,33.61479903349009
Sajid Javid,2015-06-03,3945,M,Bromsgrove,3373,False,Javid,E14000605,52245,16529,31.637477270552207
Steve McCabe,2015-06-03,298,M,"Birmingham, Selly Oak",3332,False,McCabe,E14000567,45294,8447,18.649269218881088
Geoffrey Robinson,2015-06-03,307,M,Coventry North West,3428,True,Robinson,E14000650,45246,4509,9.965521814083013
Kevin Hollinrake,2015-06-03,4474,M,Thirsk and Malton,3801,True,Hollinrake,E14000993,52365,19456,37.15458798816003
Robert Neill,2010-05-27,1601,M,Bromley and Chislehurst,3372,False,Neill,E14000604,44066,13564,30.78110107565924
Michelle Thomson,2015-06-03,4422,F,Edinburgh West,1054,False,Thomson,S14000026,54858,3210,5.851471070764519
James Cartlidge,2015-06-03,4519,M,South Suffolk,3751,True,Cartlidge,E14000946,51907,17545,33.80083611073651
Catherine McKinnell,2015-06-03,4125,F,Newcastle upon Tyne North,3627,False,McKinnell,E14000833,44891,10153,22.61700563587356
Stephen Kinnock,2015-06-03,4359,M,Aberavon,3287,True,Kinnock,W07000049,31523,10445,33.13453668749802
David Jones,2015-06-03,1502,M,Clwyd West,3421,True,Jones,W07000059,38028,6730,17.69748606290102
Ranil Jayawardena,2015-06-03,4498,M,North East Hampshire,3643,True,Jayawardena,E14000844,54000,29916,55.400000000000006
Andrew Murrison,2015-06-03,1466,M,South West Wiltshire,3759,True,Murrison,E14000954,51643,18168,35.179985670855686
John Hayes,2015-06-03,350,M,South Holland and The Deepings,3744,False,Hayes,E14000939,49207,18567,37.73243644196964
Wendy Morton,2015-06-03,4358,F,Aldridge-Brownhills,3290,True,Morton,E14000531,39497,11723,29.680735245714864
Helen Hayes,2015-06-03,4510,F,Dulwich and West Norwood,3453,True,Hayes,E14000673,51362,16122,31.38896460418208
Byron Davies,2015-06-03,4499,M,Gower,3499,True,Davies,W07000046,42758,27,0.06314607792693765
Anna Turley,2015-06-03,4449,F,Redcar,3693,True,Turley,E14000891,40919,10388,25.38673965639434
Craig Williams,2015-06-03,4438,M,Cardiff North,3390,True,Williams,W07000051,51151,2137,4.177826435455807
Craig Whittaker,2015-06-03,3940,M,Calder Valley,3383,True,Whittaker,E14000614,53541,4427,8.268429801460563
Robin Walker,2015-06-03,4091,M,Worcester,3865,True,Walker,E14001052,49723,5646,11.354906180238522
Kirsty Blackman,2015-06-03,4357,F,Aberdeen North,14,False,Blackman,S14000001,43936,13396,30.489803350327747
Gordon Marsden,2015-06-03,465,M,Blackpool South,3338,False,Marsden,E14000573,32436,2585,7.969540017264768
Steve Double,2015-06-03,4452,M,St Austell and Newquay,3766,True,Double,E14000961,50361,8173,16.228827862830364
Peter Kyle,2015-06-03,4505,M,Hove,3541,True,Kyle,E14000755,52214,1236,2.3671812157658865
Emma Reynolds,2015-06-03,4077,F,Wolverhampton North East,3862,False,Reynolds,E14001049,34003,5495,16.160338793635855
Greg Clark,2015-06-03,1578,M,Tunbridge Wells,3813,False,Clark,E14001004,51428,22874,44.47771641907132
Anna Soubry,2015-06-03,3938,F,Broxtowe,3375,False,Soubry,E14000607,53440,4287,8.022080838323353
Mark Menzies,2015-06-03,3998,M,Fylde,3491,True,Menzies,E14000706,43557,13224,30.360217645843377
Bernard Jenkin,2015-06-03,40,M,Harwich and North Essex,3520,True,Jenkin,E14000734,48432,15174,31.330525272547078
Andrew Griffiths,2015-06-03,3936,M,Burton,3378,True,Griffiths,E14000610,48974,10892,22.24037244252052
Tracey Crouch,2015-06-04,3950,F,Chatham and Aylesford,3402,False,Crouch,E14000626,43073,11455,26.59438627446428
Laurence Robertson,2015-06-04,253,M,Tewkesbury,3798,True,Robertson,E14000990,55344,21972,39.700780572419774
Matt Warman,2015-06-04,4361,M,Boston and Skegness,3348,True,Warman,E14000582,43339,4336,10.004845520201204
Edward Vaizey,2010-06-03,1580,M,Wantage,3827,False,Vaizey,E14001015,58320,21749,37.29252400548697
Helen Goodman,2015-06-04,1484,F,Bishop Auckland,3334,False,Goodman,E14000569,39389,3508,8.906039757292646
Alan Haselhurst,2015-06-04,43,M,Saffron Walden,3713,True,Haselhurst,E14000910,57563,24991,43.41504091169675
Diana Johnson,2015-06-04,1533,F,Kingston upon Hull North,3559,False,Johnson,E14000772,35336,12899,36.50384876613086
John Nicolson,2015-06-04,4415,M,East Dunbartonshire,965,False,Nicolson,S14000018,54871,2167,3.9492628164239765
Liz Saville Roberts,2015-06-04,4521,F,Dwyfor Meirionnydd,3454,False,Roberts,W07000061,28913,5261,18.195967211980772
Andy McDonald,2015-06-04,4269,M,Middlesbrough,3610,True,McDonald,E14000819,32706,12477,38.14896349293708
Carolyn Harris,2015-06-04,4480,F,Swansea East,3792,True,Harris,W07000048,33618,12028,35.77845201975132
Thérèse  Coffey,2010-05-27,4098,F,Suffolk Coastal,3787,True,Coffey,E14000981,55594,18842,33.892146634528906
Nic Dakin,2010-06-03,4056,M,Scunthorpe,3717,True,Dakin,E14000914,36941,3134,8.48379848948323
Paul Beresford,2015-06-04,103,M,Mole Valley,3615,True,Beresford,E14000824,55140,25453,46.16068190061661
John Stevenson,2015-06-04,3942,M,Carlisle,3393,True,Stevenson,E14000620,42587,2774,6.513724845610162
Sue Hayman,2015-06-04,4395,F,Workington,3866,True,Hayman,E14001053,38463,4686,12.183137040792449
Gary Streeter,2015-06-04,234,M,South West Devon,3755,True,Streeter,E14000950,50372,20109,39.920987850393075
Derek Twigg,2015-06-04,429,M,Halton,3511,True,Twigg,E14000725,45023,20285,45.05474979454945
Stephen Metcalfe,2015-06-04,4092,M,South Basildon and East Thurrock,3737,True,Metcalfe,E14000933,45593,7691,16.868817581646304
David Anderson,2015-06-04,1486,M,Blaydon,3340,True,Anderson,E14000574,44936,14227,31.66058394160584
David Nuttall,2015-06-04,4140,M,Bury North,3379,True,Nuttall,E14000611,45230,378,0.8357284987839929
Tania Mathias,2015-06-04,4404,F,Twickenham,3814,True,Mathias,E14001005,62004,2017,3.253015934455841
David Morris,2015-06-04,4135,M,Morecambe and Lunesdale,3618,True,Morris,E14000825,43242,4590,10.614680172054946
Kelvin Hopkins,2015-06-04,2,M,Luton North,3589,True,Hopkins,E14000800,42571,9504,22.325056963660707
Tom Pursglove,2015-06-04,4369,M,Corby,3426,True,Pursglove,E14000648,56174,2412,4.293801402784206
Neil Gray,2015-06-04,4365,M,Airdrie and Shotts,36,True,Gray,S14000003,44286,8779,19.823420494061327
Chris White,2015-06-04,4114,M,Warwick and Leamington,3831,True,White,E14001019,50581,6606,13.06024001107135
Mary Glindon,2015-06-04,4126,F,North Tyneside,3652,True,Glindon,E14000853,46818,17194,36.72519116579093
Stephen Hepburn,2015-06-04,520,M,Jarrow,3552,True,Hepburn,E14000765,38564,13881,35.99471009231407
Stuart Andrew,2015-06-04,4032,M,Pudsey,3688,True,Andrew,E14000886,50927,4501,8.838140868301688
Wayne David,2015-06-04,1398,M,Caerphilly,3382,True,David,W07000076,40283,10073,25.00558548270983
Chris Leslie,2015-06-04,422,M,Nottingham East,3664,False,Leslie,E14000865,35209,11894,33.78113550512653
Mark Garnier,2015-06-04,4074,M,Wyre Forest,3872,True,Garnier,E14001058,49440,12871,26.03357605177993
George Osborne,2015-06-04,1458,M,Tatton,3795,False,Osborne,E14000987,45298,18241,40.26888604353393
Luke Hall,2015-06-04,4450,M,Thornbury and Yate,3802,True,Hall,E14000994,48570,1495,3.0780317068149063
Edward Miliband,2010-05-27,1510,M,Doncaster North,3449,False,Miliband,E14000669,39501,11780,29.822029822029823
Stewart Hosie,2015-06-04,1514,M,Dundee East,922,False,Hosie,S14000015,48185,19162,39.76756251945626
Michael Meacher,2015-06-04,454,M,Oldham West and Royton,3671,True,Meacher,E14000871,43137,14738,34.165565523796275
Huw Merriman,2015-06-04,4442,M,Bexhill and Battle,3322,True,Merriman,E14000557,55218,20075,36.35589843891485
Lucy Frazer,2015-06-04,4517,F,South East Cambridgeshire,3742,True,Frazer,E14000937,59506,16837,28.294625752025006
Chris Stephens,2015-06-04,4463,M,Glasgow South West,1209,True,Stephens,S14000035,40921,9950,24.315143813689794
Jeremy Quin,2015-06-04,4507,M,Horsham,3539,True,Quin,E14000753,56925,24658,43.31664470794905
Angela Smith,2015-06-04,1564,F,Penistone and Stocksbridge,3676,False,Smith,E14000876,46854,6723,14.34882827506723
Peter Aldous,2015-06-04,4069,M,Waveney,3834,True,Aldous,E14001022,52196,2408,4.613380335657904
Amanda Milling,2015-06-04,4454,F,Cannock Chase,3387,True,Milling,E14000618,47099,4923,10.45245121977112
Matthew Pennycook,2015-06-04,4520,M,Greenwich and Woolwich,3504,True,Pennycook,E14000718,46716,11946,25.571538659131775
Marcus Fysh,2015-06-04,4446,M,Yeovil,3874,True,Fysh,E14001060,56933,5313,9.332021850245024
Jo Stevens,2015-06-04,4425,F,Cardiff Central,3389,True,Stevens,W07000050,38646,4981,12.88878538529214
Nicola Blackwood,2015-06-04,4019,F,Oxford West and Abingdon,3674,True,Blackwood,E14000874,57247,9582,16.73799500410502
Nigel Huddleston,2015-06-04,4407,M,Mid Worcestershire,3609,True,Huddleston,E14000818,52225,20532,39.31450454763045
Roger Mullin,2015-06-04,4468,M,Kirkcaldy and Cowdenbeath,1661,False,Mullin,S14000041,52892,9974,18.857294108749905
Simon Hoare,2015-06-04,4494,M,North Dorset,3637,True,Hoare,E14000839,53385,21118,39.55792825700103
Edward Argar,2015-06-04,4362,M,Charnwood,3401,True,Argar,E14000625,52261,16931,32.39700732860068
Iain Duncan Smith,2015-06-04,152,M,Chingford and Woodford Green,3410,False,Smith,E14000634,43804,8386,19.14437037713451
Hugo Swire,2015-06-04,1408,M,East Devon,3460,False,Swire,E14000678,54717,12261,22.40802675585284
Michael Fallon,2015-06-08,88,M,Sevenoaks,3721,False,Fallon,E14000918,50124,19561,39.02521746069747
Vernon Coaker,2015-06-08,360,M,Gedling,3495,False,Coaker,E14000710,47998,2986,6.22109254552273
Karen Lumley,2015-06-08,4023,F,Redditch,3694,True,Lumley,E14000892,44098,7054,15.99619030341512
Nicholas Soames,2015-06-08,116,M,Mid Sussex,3607,True,Soames,E14000817,57492,24286,42.24239894246156
Julian Brazier,2015-06-08,77,M,Canterbury,3388,False,Brazier,E14000619,53465,9798,18.326007668568224
Kevan Jones,2015-06-08,1438,M,North Durham,3639,False,Jones,E14000840,40146,13644,33.985951277835895
Philip Dunne,2015-06-08,1542,M,Ludlow,3588,False,Dunne,E14000799,48063,18929,39.38372552691259
Mark Lancaster,2015-06-08,1544,M,Milton Keynes North,3612,False,Lancaster,E14000821,57692,9753,16.90529016154753
Yvonne Fovargue,2015-06-08,4034,F,Makerfield,3594,False,Fovargue,E14000805,44788,13155,29.3717067071537
Heather Wheeler,2015-06-08,4053,F,South Derbyshire,3739,True,Wheeler,E14000935,50762,11471,22.597612387218785
Jack Lopresti,2015-06-08,3989,M,Filton and Bradley Stoke,3486,True,Lopresti,E14000702,49101,9838,20.03625180749883
John Cryer,2015-06-08,181,M,Leyton and Wanstead,3578,True,Cryer,E14000790,40703,14917,36.64840429452374
James Brokenshire,2015-06-08,1530,M,Old Bexley and Sidcup,3669,False,Brokenshire,E14000869,46748,15803,33.80465474458801
Mark Pritchard,2015-06-08,1576,M,The Wrekin,3800,True,Pritchard,E14000992,45437,10743,23.64372647842067
Mary Robinson,2015-06-08,4406,F,Cheadle,3403,True,Robinson,E14000627,53095,6453,12.153686787833129
David Mundell,2015-06-08,1512,M,"Dumfriesshire, Clydesdale and Tweeddale",914,False,Mundell,S14000014,52134,798,1.5306709632869144
Stuart C. McDonald,2015-06-08,4393,M,"Cumbernauld, Kilsyth and Kirkintilloch East",804,False,McDonald,S14000012,49382,14752,29.873233161880847
Callum McCaig,2015-06-08,4364,M,Aberdeen South,20,False,McCaig,S14000002,48551,7230,14.891557331465883
David Mowat,2015-06-08,4080,M,Warrington South,3830,True,Mowat,E14001018,59353,2750,4.63329570535609
Graham Stringer,2015-06-08,449,M,Blackley and Broughton,3336,True,Stringer,E14000571,37112,16874,45.46777322698857
Ian Murray,2015-06-08,3966,M,Edinburgh South,1047,False,Murray,S14000024,49286,2637,5.350403765775271
Alberto Costa,2015-06-08,4439,M,South Leicestershire,3745,True,Costa,E14000940,53926,16824,31.198308793531876
Margaret Ferrier,2015-06-08,4386,F,Rutherglen and Hamilton West,2501,False,Ferrier,S14000056,57615,9975,17.31319968758136
Antoinette Sandbach,2015-06-08,4506,F,Eddisbury,3469,True,Sandbach,E14000686,47352,12974,27.39905389423889
Vicky Foxcroft,2015-06-08,4491,F,"Lewisham, Deptford",3577,True,Foxcroft,E14000789,47426,21516,45.367519925779106
Daniel Zeichner,2015-06-08,4382,M,Cambridge,3386,True,Zeichner,E14000617,51774,599,1.1569513655502761
Patricia Gibson,2015-06-08,4435,F,North Ayrshire and Arran,2104,True,Gibson,S14000048,53869,13573,25.196309565798515
Jeff Smith,2015-06-08,4456,M,"Manchester, Withington",3598,True,Smith,E14000809,49966,14873,29.766241043909858
Kirsten Oswald,2015-06-08,4413,F,East Renfrewshire,994,False,Oswald,S14000021,56730,3718,6.55385157764851
Douglas Chapman,2015-06-08,4402,M,Dunfermline and West Fife,929,True,Chapman,S14000017,55890,10352,18.522096976203255
Mark Durkan,2015-06-08,1594,M,Foyle,3490,True,Durkan,N06000008,37002,6046,16.339657315820766
David Gauke,2015-06-08,1529,M,South West Hertfordshire,3756,False,Gauke,E14000951,57267,23263,40.621998707807286
Mark Francois,2015-06-08,1444,M,Rayleigh and Wickford,3690,False,Francois,E14000888,53220,17230,32.3750469748215
David Lidington,2015-06-09,15,M,Aylesbury,3299,False,Lidington,E14000538,55419,17158,30.96050091123983
Pat McFadden,2015-06-09,1587,M,Wolverhampton South East,3863,False,McFadden,E14001050,34764,10778,31.003336785180068
Tobias Ellwood,2015-06-09,1487,M,Bournemouth East,3350,False,Ellwood,E14000584,44827,14612,32.5964262609588
Mark Hendrick,2015-06-09,473,M,Preston,3687,True,Hendrick,E14000885,33469,12067,36.05425916519764
Peter Grant,2015-06-09,4466,M,Glenrothes,1274,True,Grant,S14000036,47598,13897,29.196604899365518
Jessica Morden,2015-06-09,1548,F,Newport East,3629,True,Morden,W07000055,35108,4705,13.40150393072804
Mark Prisk,2015-06-09,1424,M,Hertford and Stortford,3530,True,Prisk,E14000744,56277,21509,38.219876681415144
Eric Pickles,2015-06-09,33,M,Brentwood and Ongar,3361,True,Pickles,E14000594,51897,21810,42.02555060986184
Steve Brine,2015-06-09,4067,M,Winchester,3854,True,Brine,E14001041,55316,16914,30.577048231976285
Stella Creasy,2015-06-09,4088,F,Walthamstow,3825,False,Creasy,E14001013,41796,23195,55.495741219255436
Owen Paterson,2015-06-09,274,M,North Shropshire,3648,True,Paterson,E14000849,52573,16494,31.373518726342418
Kate Hoey,2015-06-09,210,F,Vauxhall,3820,True,Hoey,E14001008,47941,12708,26.507582236499026
Justin Madders,2015-06-09,4418,M,Ellesmere Port and Neston,3471,True,Madders,E14000688,46727,6275,13.42906670661502
Mark Tami,2015-06-09,1383,M,Alyn and Deeside,3292,False,Tami,W07000043,41314,3343,8.091688047635184
Alan Mak,2015-06-09,4484,M,Havant,3522,True,Mak,E14000736,44828,13920,31.052021058267155
Tom Elliott,2015-06-09,4367,M,Fermanagh and South Tyrone,3485,True,Elliott,N06000007,50864,530,1.0419943378420888
Bill Wiggin,2015-06-09,1428,M,North Herefordshire,3646,True,Wiggin,E14000847,48023,19996,41.638381608812445
Kevin Foster,2015-06-09,4451,M,Torbay,3807,True,Foster,E14000999,48079,3286,6.834584745938975
Holly Lynch,2015-06-09,4472,F,Halifax,3509,True,Lynch,E14000723,43753,428,0.9782186364363586
Nusrat Ghani,2015-06-09,4460,F,Wealden,3835,True,Ghani,E14001023,57017,22967,40.28096883385657
Peter Heaton-Jones,2015-06-09,4524,M,North Devon,3636,True,Heaton-Jones,E14000838,52320,6936,13.256880733944953
James Cleverly,2015-06-09,4366,M,Braintree,3356,True,Cleverly,E14000590,50283,17610,35.02177674363105
Matthew Offord,2015-06-09,4006,M,Hendon,3527,True,Offord,E14000741,49630,3724,7.503526093088858
Rupa Huq,2015-06-09,4511,F,Ealing Central and Acton,3455,True,Huq,E14000674,50894,274,0.5383738751129798
Nick Hurd,2015-06-09,1561,M,"Ruislip, Northwood and Pinner",3709,True,Hurd,E14000906,51222,20224,39.48303463355589
Mark Field,2015-06-09,1405,M,Cities of London and Westminster,3415,True,Field,E14000639,36185,9671,26.72654414812768
Zac Goldsmith,2015-06-09,4062,M,Richmond Park,3699,True,Goldsmith,E14000896,59101,23015,38.94181147527115
Mike Penning,2015-06-09,1528,M,Hemel Hempstead,3525,False,Penning,E14000739,49633,14420,29.053250861322105
Liam Byrne,2015-06-09,1171,M,"Birmingham, Hodge Hill",3328,False,Byrne,E14000563,41039,23362,56.926338361071174
Iain Wright,2015-06-09,1478,M,Hartlepool,3519,False,Wright,E14000733,39490,3024,7.65763484426437
Simon Danczuk,2015-06-09,4059,M,Rochdale,3700,True,Danczuk,E14000897,45430,12442,27.387189082104335
Alison Thewliss,2015-06-09,4430,F,Glasgow Central,1203,False,Thewliss,S14000029,39318,7662,19.487257744544483
Steve Reed,2015-06-09,4268,M,Croydon North,3433,False,Reed,E14000655,53522,21364,39.916296102537274
James Wharton,2015-06-09,4123,M,Stockton South,3776,False,Wharton,E14000971,51797,5046,9.741876942680078
Alan Brown,2015-06-10,4470,M,Kilmarnock and Loudoun,1624,True,Brown,S14000040,53903,13638,25.301003654713096
Richard Arkless,2015-06-10,4387,M,Dumfries and Galloway,911,True,Arkless,S14000013,56602,6514,11.508427264054273
James Berry,2015-06-10,4489,M,Kingston and Surbiton,3557,True,Berry,E14000770,59253,2834,4.782880191720251
Mike Freer,2015-06-10,4004,M,Finchley and Golders Green,3487,True,Freer,E14000703,50759,5662,11.154672077858113
Naz Shah,2015-06-10,4409,F,Bradford West,3355,True,Shah,E14000589,40290,11420,28.34450235790519
Karl McCartney,2015-06-10,4028,M,Lincoln,3580,True,McCartney,E14000792,46852,1443,3.0799112097669257
Karl Turner,2015-06-10,4030,M,Kingston upon Hull East,3558,False,Turner,E14000771,35144,10319,29.36205326656044
Christopher Chope,2015-06-10,242,M,Christchurch,3414,True,Chope,E14000638,49707,18224,36.66284426740701
Chris Philp,2015-06-10,4503,M,Croydon South,3434,True,Philp,E14000656,57712,17140,29.699196007762684
Jo Churchill,2015-06-10,4380,F,Bury St Edmunds,3381,True,Churchill,E14000613,59341,21301,35.89592356043882
Sadiq Khan,2015-06-10,1577,M,Tooting,3806,True,Khan,E14000998,53529,2842,5.3092716097816135
Angela Watkinson,2015-06-10,1462,F,Hornchurch and Upminster,3537,True,Watkinson,E14000751,55236,13074,23.669346078644363
Richard Burgon,2015-06-10,4493,M,Leeds East,3566,True,Burgon,E14000778,38196,12533,32.81233637030056
Catherine West,2015-06-10,4523,F,Hornsey and Wood Green,3538,True,West,E14000752,57785,11058,19.13645409708402
Roberta Blackman-Woods,2015-06-10,1501,F,City of Durham,3417,False,Blackman-Woods,E14000641,45669,11439,25.047625303816595
Brandon Lewis,2015-06-10,4009,M,Great Yarmouth,3503,False,Lewis,E14000717,44469,6154,13.838854033146685
Caroline Flint,2015-06-10,389,F,Don Valley,3447,False,Flint,E14000667,42486,8885,20.912771265828745
Amber Rudd,2015-06-10,3983,F,Hastings and Rye,3521,False,Rudd,E14000735,50927,4796,9.417401378443655
Christian Matheson,2015-06-10,4408,M,City of Chester,3416,True,Matheson,E14000640,51161,93,0.1817790895408612
Maria Eagle,2015-06-10,483,F,Garston and Halewood,3493,False,Eagle,E14000708,48983,27146,55.41922707878243
Andrea Leadsom,2015-06-10,4117,F,South Northamptonshire,3747,False,Leadsom,E14000942,60862,26416,43.40310867207782
Alan Campbell,2015-06-10,529,M,Tynemouth,3815,False,Campbell,E14001006,53495,8240,15.403308720441164
Robert Buckland,2015-06-10,4106,M,South Swindon,3752,False,Buckland,E14000947,49263,5785,11.743093193674765
Nick Gibb,2015-06-10,111,M,Bognor Regis and Littlehampton,3342,False,Gibb,E14000576,47116,13944,29.59504202394091
George Eustice,2015-06-10,3934,M,Camborne and Redruth,3385,False,Eustice,E14000616,45868,7004,15.269904944623702
Chris Heaton-Harris,2015-06-10,3977,M,Daventry,3439,True,Heaton-Harris,E14000660,52518,21059,40.09863284968963
Claire Perry,2015-06-11,3974,F,Devizes,3445,False,Perry,E14000665,49006,20751,42.34379463739134
Paul Maynard,2015-06-11,3926,M,Blackpool North and Cleveleys,3337,True,Maynard,E14000572,39393,3340,8.478663721981063
Stephen McPartland,2015-06-11,4093,M,Stevenage,3773,True,McPartland,E14000968,47799,4955,10.366325655348438
Andrew Jones,2015-06-11,3996,M,Harrogate and Knaresborough,3516,False,Jones,E14000730,53376,16371,30.671088129496404
Maggie Throup,2015-06-11,4447,F,Erewash,3478,True,Throup,E14000695,48322,3584,7.416911551674185
Patrick McLoughlin,2015-06-11,333,M,Derbyshire Dales,3444,False,McLoughlin,E14000664,47361,14044,29.65309009522603
Tom Tugendhat,2015-06-11,4462,M,Tonbridge and Malling,3805,True,Tugendhat,E14000997,53670,23734,44.22209800633501
Ben Howlett,2015-06-11,4445,M,Bath,3308,True,Howlett,E14000547,47167,3833,8.12644433608243
