"party","ame_diff"
"Labour",0.00632718634300113
"Conservative",-0.00308945238768093
"Labour",0.000943796723818486
"Conservative",-0.00548256217342626
"Labour",0.00128469972964516
"Conservative",-0.00629055696199328
"Labour",0.00503608050964948
"Conservative",-0.00366622217423661
"Labour",0.00603323092374617
"Conservative",-0.00415635875928015
"Labour",-0.00320345896053021
"Conservative",-0.00273620611966799
"Labour",0.00539429139273377
"Conservative",-2.48080663416699e-05
"Labour",0.00615525901658778
"Conservative",0.00470489768755738
"Labour",0.00112902833380045
"Conservative",0.00623539432859287
"Labour",0.00838838087808174
"Conservative",0.000586557909117558
"Labour",0.00147779871832091
"Conservative",0.00116756207038078
"Labour",-0.00276515475831395
"Conservative",-0.000462688653139612
"Labour",0.00144198744663456
"Conservative",0.00483535749635783
"Labour",0.0121315566571035
"Conservative",0.00602094598722609
"Labour",0.00405874865576224
"Conservative",0.00541691667089904
"Labour",0.00698255448439451
"Conservative",0.00041972837952322
"Labour",0.00495044632771733
"Conservative",-0.00710401462495728
"Labour",0.000313392129909865
"Conservative",0.00740618816383898
"Labour",0.0100144610449027
"Conservative",-0.0019461723552676
"Labour",0.00435792194610883
"Conservative",-0.0028593093407665
"Labour",0.00356741009056963
"Conservative",-0.00402397460974587
"Labour",0.00949530913766568
"Conservative",-0.0069327568942634
"Labour",0.0018901312909701
"Conservative",-0.00309246086986566
"Labour",-0.00251071073247535
"Conservative",-3.93394784532451e-05
"Labour",0.0107791550489734
"Conservative",-0.0039337398151388
"Labour",0.000955113389885613
"Conservative",-0.00201600176629885
"Labour",0.00398775370284197
"Conservative",0.000136486082995597
"Labour",-0.00660820106186185
"Conservative",-0.00316371974970237
"Labour",0.00808872576001967
"Conservative",-0.00600484026530742
"Labour",0.00658748011894282
"Conservative",-0.00761989255658399
"Labour",0.00752208367286457
"Conservative",-0.000588055038337827
"Labour",0.00284402792006645
"Conservative",-0.00981281978196546
"Labour",0.00337447537185638
"Conservative",0.00242707103031002
"Labour",0.00853527592439434
"Conservative",-0.00346036913859051
"Labour",-0.005282492734151
"Conservative",0.00330169943535552
"Labour",0.0193037600589665
"Conservative",-0.00201096253869164
"Labour",0.0108734212833229
"Conservative",0.012402254715287
"Labour",0.00585070408233688
"Conservative",-0.00218878220274104
"Labour",0.00205204940215257
"Conservative",0.00109850150272519
"Labour",0.00813417683815689
"Conservative",-0.00750662405139053
"Labour",0.00278674839802882
"Conservative",0.00182249917167991
"Labour",0.00333954306497718
"Conservative",-0.00280851799244388
"Labour",0.00920475673848608
"Conservative",-0.00416436114053185
"Labour",0.00414797124984512
"Conservative",-0.00474306585646931
"Labour",0.0083951548924225
"Conservative",0.0035038762872316
"Labour",0.0132229487513562
"Conservative",0.00278200739292867
"Labour",0.00162827978818928
"Conservative",-0.00799405452085491
"Labour",0.00392474921673086
"Conservative",-0.00110448417228728
"Labour",0.00901065830720403
"Conservative",-0.00207445935632317
"Labour",0.00493842080763646
"Conservative",-0.00322163865053227
"Labour",0.000524298828194224
"Conservative",0.00259213241773581
"Labour",0.00754235193119495
"Conservative",0.00195959112065748
"Labour",0.00895883248608193
"Conservative",-0.0022546415478856
"Labour",0.00812697783938498
"Conservative",-0.0042392935661246
"Labour",0.00346733932676471
"Conservative",0.00422826026853301
"Labour",0.013148586189935
"Conservative",-0.00680755022028106
"Labour",0.00797859300223259
"Conservative",-0.00183288502286716
"Labour",0.0047651650105113
"Conservative",-0.00143713494732331
"Labour",-0.000706924352830015
"Conservative",0.000566317146259998
"Labour",0.00255840343955485
"Conservative",0.00321523559344232
"Labour",0.00706899428522325
"Conservative",-0.00363663276117364
"Labour",0.00349367198869446
"Conservative",0.010113098531051
"Labour",0.00610746422104585
"Conservative",-0.00602512431731954
"Labour",0.00288222560194036
"Conservative",-0.00317267312946182
"Labour",-0.00632879858850417
"Conservative",0.00442085985612394
"Labour",0.00231834073736676
"Conservative",-0.00248868864819561
"Labour",-0.00118394344087049
"Conservative",-0.00493572430240688
"Labour",0.00244060464452784
"Conservative",-0.00031454954403545
"Labour",0.00137061256137856
"Conservative",0.00432820454607158
"Labour",0.00376572404636405
"Conservative",0.00979030980243747
"Labour",0.00106552595271311
"Conservative",-0.00122388199771492
"Labour",-0.00419659285980402
"Conservative",0.00357752881576975
"Labour",0.0103399347323503
"Conservative",0.00139532166427678
"Labour",0.00150038539703969
"Conservative",0.00108037565649909
"Labour",-0.000216843401538037
"Conservative",0.00140864531816141
"Labour",0.00864174330510363
"Conservative",0.00110617180161869
"Labour",0.00593337895371421
"Conservative",0.00441059760053782
"Labour",0.00801379099013254
"Conservative",-0.00673006223258586
"Labour",0.00783512334744023
"Conservative",-0.00239605012278893
"Labour",-0.0033101563597163
"Conservative",0.000614852000530618
"Labour",0.0081876886031366
"Conservative",-0.000170929116426632
"Labour",0.000845924262883609
"Conservative",-0.000524338090867586
"Labour",-0.00893782413349615
"Conservative",-0.00110540209151055
"Labour",0.0016663714764425
"Conservative",-0.00542000282510006
"Labour",0.0136638135077947
"Conservative",0.000847829469367817
"Labour",0.00233047358236764
"Conservative",-7.02104328262635e-05
"Labour",0.00579578076949113
"Conservative",-0.00219221823707739
"Labour",0.0069532555420487
"Conservative",0.00502682711032253
"Labour",0.00121870851015609
"Conservative",-0.0102723892602782
"Labour",0.010505100138705
"Conservative",-0.000490515727307837
"Labour",0.00561491269457151
